StartTime,LastTime,SrcAddr,DstAddr,Mean,Sport,Dport,SrcPkts,DstPkts,TotPkts,DstBytes,SrcBytes,TotBytes,SrcLoad,DstLoad,Load,SrcRate,DstRate,Rate,SrcLoss,DstLoss,Loss,pLoss,SrcJitter,DstJitter,SIntPkt,DIntPkt,Proto,Dur,TcpRtt,IdleTime,Sum,Min,Max,sDSb,sTtl,dTtl,sIpId,dIpId,SAppBytes,DAppBytes,TotAppByte,SynAck,RunTime,sTos,SrcJitAct,DstJitAct,Traffic,Target
8/19/2019 16:10,8/19/2019 16:10,192.168.0.20,192.168.0.2,0,52100,502,10,8,18,508,644,1152,84761.24219,65032.33203,149793.5781,164.407578,127.872566,310.547668,2,2,4,18.181818,521.480726,11.671346,6.082444,7.7,6,0.054742,0.000811,1548886272,0.054742,0.054742,0.054742,0,128,64,54601,41235,24,20,44,0.000778,0.054742,0,0,0,normal,0
8/19/2019 11:31,8/19/2019 11:31,192.168.0.20,192.168.0.2,0,61285,502,10,8,18,508,644,1152,89960.83594,69021.67188,158982.5156,174.492996,135.716782,329.5979,2,2,4,18.181818,520.605787,12.083576,5.730889,7.263857,6,0.051578,0.000708,1548783104,0.051578,0.051578,0.051578,0,128,64,11858,12775,24,20,44,0.000672,0.051578,0,0,0,normal,0
8/19/2019 11:52,8/19/2019 11:52,192.168.0.20,192.168.0.2,0,52839,502,10,8,18,508,644,1152,90957.20313,69786.13281,160743.3438,176.425613,137.219925,333.248383,2,2,4,18.181818,518.377926,13.561774,5.668111,7.182429,6,0.051013,0.000718,1548784384,0.051013,0.051013,0.051013,0,128,64,45682,43076,24,20,44,0.000716,0.051013,0,0,0,normal,0
8/19/2019 12:25,8/19/2019 12:25,192.168.0.10,192.168.0.20,4,17810,502,76,0,76,0,5776,5776,9312.485352,0,9312.485352,15.316587,0,15.316587,0,0,0,0,138.621609,0,84.326375,0,17,4.896652,0,1548786304,4.896652,4.896652,4.896652,0,85,0,11724,0,2432,0,2432,0,4.896652,0,138.621609,0,DoS,1
8/19/2019 10:31,8/19/2019 10:31,192.168.0.20,192.168.0.2,0,57705,502,10,8,18,508,644,1152,88615.57031,67989.53125,156605.1094,171.883652,133.687286,324.669128,2,2,4,18.181818,552.196627,12.657835,6.545125,7.392714,6,0.052361,0.000606,1548779520,0.052361,0.052361,0.052361,0,128,64,11064,49061,24,20,44,0.000605,0.052361,0,0,0,normal,0
8/19/2019 14:03,8/19/2019 14:03,192.168.0.20,192.168.0.2,0,56082,502,10,8,18,508,644,1152,90163.61719,69177.25781,159340.875,174.886322,136.022705,330.340851,2,2,4,18.181818,519.989573,11.440999,5.718,7.248429,6,0.051462,0.000713,1548878592,0.051462,0.051462,0.051462,0,128,64,25976,4422,24,20,44,0.000711,0.051462,0,0,0,normal,0
8/19/2019 10:19,8/19/2019 10:19,192.168.0.20,192.168.0.2,0,57538,502,6,6,12,384,396,780,76958.95313,74626.86719,151585.8125,145.7556,145.7556,320.662323,2,2,4,25,11.849038,8.429214,0.1952,6.7102,6,0.034304,0.000825,1548778752,0.034304,0.034304,0.034304,0,128,64,5462,18510,24,20,44,0.000748,0.034304,0,0,0,normal,0
8/19/2019 13:11,8/19/2019 13:11,192.168.0.20,192.168.0.2,0,60307,502,10,8,18,508,644,1152,85835.32813,65856.41406,151691.7344,166.490936,129.49295,314.48288,2,2,4,18.181818,526.029689,12.691819,6.006333,7.544571,6,0.054057,0.001242,1548789120,0.054057,0.054057,0.054057,0,128,64,63,35931,24,20,44,0.00124,0.054057,0,0,0,normal,0
8/19/2019 13:16,8/19/2019 13:16,192.168.0.20,192.168.0.2,0,59040,502,10,8,18,510,644,1154,86992.39063,67044.13281,154036.5313,168.735245,131.238525,318.722107,2,2,4,18.181818,526.974314,12.270372,5.926444,7.431571,6,0.053338,0.00156,1548789376,0.053338,0.053338,0.053338,0,128,64,4183,28668,24,22,46,0.001311,0.053338,0,0,0,normal,0
8/19/2019 16:03,8/19/2019 16:03,192.168.0.20,192.168.0.2,0,65519,502,10,8,18,508,644,1152,86948.375,66710.39063,153658.7656,168.649872,131.172119,318.560852,2,2,4,18.181818,528.457564,12.918481,5.929444,7.448286,6,0.053365,0.001224,1548885760,0.053365,0.053365,0.053365,0,128,64,65377,7113,24,20,44,0.001223,0.053365,0,0,0,normal,0
8/19/2019 16:45,8/19/2019 16:45,192.168.0.20,192.168.0.2,0,53089,502,10,8,18,508,644,1152,90534.8125,69462.05469,159996.875,175.606323,136.582703,331.700836,2,2,4,18.181818,520.822301,13.930682,5.694556,7.230857,6,0.051251,0.000627,1548888320,0.051251,0.051251,0.051251,0,128,64,31353,55418,24,20,44,0.000626,0.051251,0,0,0,normal,0
8/19/2019 15:09,8/19/2019 15:09,192.168.0.20,192.168.0.2,0,60630,502,10,8,18,508,644,1152,88583.42969,67964.875,156548.2969,171.821304,133.638794,324.551361,2,2,4,18.181818,551.626267,12.606837,6.5475,7.396,6,0.05238,6.00E-04,1548882560,0.05238,0.05238,0.05238,0,128,64,5977,52354,24,20,44,0.000599,0.05238,0,0,0,normal,0
8/19/2019 12:06,8/19/2019 12:06,192.168.0.20,192.168.0.2,0,60421,502,10,8,18,508,644,1152,89069.75781,68338,157407.7656,172.764618,134.372482,326.33316,2,2,4,18.181818,522.495475,12.521184,5.788222,7.265286,6,0.052094,0.001232,1548785152,0.052094,0.052094,0.052094,0,128,64,20063,41761,24,20,44,0.00123,0.052094,0,0,0,normal,0
8/19/2019 13:27,8/19/2019 13:27,192.168.0.20,192.168.0.2,0,58314,502,10,8,18,510,644,1154,88613.88281,68293.80469,156907.6875,171.880371,133.684738,324.662933,2,2,4,18.181818,528.923903,14.566879,5.818,7.385571,6,0.052362,0.00062,1548876416,0.052362,0.052362,0.052362,0,128,64,36117,16064,24,22,46,0.000619,0.052362,0,0,0,normal,0
8/19/2019 15:54,8/19/2019 15:54,192.168.0.20,192.168.0.2,0,57300,502,10,8,18,508,644,1152,87628.17969,67231.96875,154860.1563,169.96846,132.197693,321.051544,2,2,4,18.181818,520.742124,11.771541,5.883444,7.388571,6,0.052951,0.00123,1548885248,0.052951,0.052951,0.052951,0,128,64,59671,43148,24,20,44,0.001228,0.052951,0,0,0,normal,0
8/19/2019 12:32,8/19/2019 12:32,192.168.0.10,192.168.0.2,2,31188,502,45,0,45,0,3394,3394,9156.426758,0,9156.426758,15.17335,0,15.17335,0,0,0,0,91.813289,0,78.885844,0,17,2.899821,0,1548786816,2.899821,2.899821,2.899821,0,227,0,41281,0,1440,0,1440,0,2.899821,0,91.813289,0,DoS,1
8/19/2019 12:12,8/19/2019 12:12,192.168.0.20,192.168.0.2,0,62079,502,10,8,18,508,644,1152,87825.5625,67383.40625,155208.9688,170.351303,132.495453,321.774689,2,2,4,18.181818,528.909218,12.668989,5.870222,7.448714,6,0.052832,0.00068,1548785536,0.052832,0.052832,0.052832,0,128,64,41261,45797,24,20,44,0.000679,0.052832,0,0,0,normal,0
8/19/2019 11:50,8/19/2019 11:50,192.168.0.20,192.168.0.2,0,65532,502,10,8,18,508,644,1152,88549.61719,67938.92969,156488.5469,171.755722,133.587784,324.42749,2,2,4,18.181818,521.851363,11.458305,5.822222,7.384286,6,0.0524,0.000702,1548784256,0.0524,0.0524,0.0524,0,128,64,25646,28860,24,20,44,0.000701,0.0524,0,0,0,normal,0
8/19/2019 13:48,8/19/2019 13:48,192.168.0.20,192.168.0.2,0,65244,502,10,8,18,508,644,1152,90069.10156,69104.74219,159173.8438,174.703003,135.880112,329.994568,2,2,4,18.181818,520.701414,12.512001,5.724,7.241143,6,0.051516,0.000679,1548877696,0.051516,0.051516,0.051516,0,128,64,18206,61030,24,20,44,0.000676,0.051516,0,0,0,normal,0
8/19/2019 16:36,8/19/2019 16:36,192.168.0.20,192.168.0.2,0,58422,502,10,8,18,508,644,1152,90621.46094,69528.53125,160150,175.774384,136.713409,332.01828,2,2,4,18.181818,520.086464,11.78695,5.689111,7.223429,6,0.051202,0.000626,1548887808,0.051202,0.051202,0.051202,0,128,64,34941,25059,24,20,44,0.000624,0.051202,0,0,0,normal,0
8/19/2019 16:09,8/19/2019 16:09,192.168.0.20,192.168.0.2,0,49534,502,10,8,18,508,644,1152,90617.92188,69525.82031,160143.7344,175.767517,136.708069,332.00531,2,2,4,18.181818,518.491678,12.570491,5.689333,7.216571,6,0.051204,0.000676,1548886144,0.051204,0.051204,0.051204,0,128,64,7194,31349,24,20,44,0.000674,0.051204,0,0,0,normal,0
8/19/2019 13:56,8/19/2019 13:56,192.168.0.20,192.168.0.2,0,53397,502,10,8,18,508,644,1152,87244.28906,66937.42969,154181.7188,169.223831,131.61853,319.64502,2,2,4,18.181818,527.163633,12.462349,5.909333,7.415143,6,0.053184,0.001217,1548878208,0.053184,0.053184,0.053184,0,128,64,26139,61292,24,20,44,0.001215,0.053184,0,0,0,normal,0
8/19/2019 13:22,8/19/2019 13:22,192.168.0.20,192.168.0.2,0,57526,502,10,8,18,508,644,1152,85528.375,65620.90625,151149.2813,165.895554,129.029877,313.358276,2,2,4,18.181818,547.113186,11.843814,6.027889,7.661857,6,0.054251,0.000609,1548789760,0.054251,0.054251,0.054251,0,128,64,19562,8363,24,20,44,0.000607,0.054251,0,0,0,normal,0
8/19/2019 12:57,8/19/2019 12:57,209.240.235.92,192.168.0.2,0,13204,80,4,0,4,0,248,248,1648.963623,0,1648.963623,3.324523,0,3.324523,4,0,4,50,425.386969,0,300.795,0,6,0.902385,0,1548788224,0.902385,0.902385,0.902385,0,226,0,21629,0,0,0,0,0,0.902385,0,425.386969,0,DoS,1
8/19/2019 11:18,8/19/2019 11:18,192.168.0.20,192.168.0.2,0,57696,502,10,8,18,508,644,1152,89409.59375,68598.73438,158008.3281,173.423782,134.885162,327.578247,2,2,4,18.181818,521.204065,11.559473,5.766222,7.225,6,0.051896,0.001274,1548782336,0.051896,0.051896,0.051896,0,128,64,34100,21933,24,20,44,0.001271,0.051896,0,0,0,normal,0
8/19/2019 13:23,8/19/2019 13:23,192.168.0.20,192.168.0.2,0,60332,502,10,8,18,508,644,1152,90582.53906,69498.67188,160081.2031,175.698883,136.654694,331.875671,2,2,4,18.181818,523.199358,13.433471,5.691556,7.230286,6,0.051224,0.000602,1548789760,0.051224,0.051224,0.051224,0,128,64,19742,19185,24,20,44,6.00E-04,0.051224,0,0,0,normal,0
8/19/2019 15:09,8/19/2019 15:09,192.168.0.20,192.168.0.2,0,61722,502,10,8,18,508,644,1152,79815.59375,61237.82813,141053.4219,154.814743,120.411461,292.427826,2,2,4,18.181818,564.224172,12.643112,7.26675,8.188,6,0.058134,0.000785,1548882560,0.058134,0.058134,0.058134,0,128,64,23661,56580,24,20,44,0.000783,0.058134,0,0,0,normal,0
8/19/2019 15:58,8/19/2019 15:58,192.168.0.20,192.168.0.2,0,51996,502,10,8,18,508,644,1152,90032.40625,69076.58594,159108.9844,174.631821,135.824753,329.860107,2,2,4,18.181818,522.974111,13.203179,5.726333,7.255429,6,0.051537,0.000679,1548885504,0.051537,0.051537,0.051537,0,128,64,33125,20383,24,20,44,0.000677,0.051537,0,0,0,normal,0
8/19/2019 10:49,8/19/2019 10:49,192.168.0.20,192.168.0.2,0,59752,502,10,8,18,508,644,1152,89577.02344,68727.19531,158304.2188,173.748535,135.137741,328.191681,2,2,4,18.181818,527.347842,14.03467,5.755444,7.302857,6,0.051799,0.000686,1548780544,0.051799,0.051799,0.051799,0,128,64,46955,5082,24,20,44,0.000666,0.051799,0,0,0,normal,0
8/19/2019 11:04,8/19/2019 11:04,192.168.0.20,192.168.0.2,0,51326,502,10,8,18,508,644,1152,87295.16406,66976.46094,154271.625,169.322525,131.695297,319.831421,2,2,4,18.181818,522.953783,11.363885,5.905889,7.413143,6,0.053153,0.001235,1548781440,0.053153,0.053153,0.053153,0,128,64,20574,39563,24,20,44,0.001167,0.053153,0,0,0,normal,0
8/19/2019 14:53,8/19/2019 14:53,192.168.0.20,192.168.0.2,0,49379,502,10,8,18,508,644,1152,84680.80469,64970.61719,149651.4219,164.251572,127.751221,310.25296,2,2,4,18.181818,522.809259,11.328625,6.088222,7.634143,6,0.054794,0.001351,1548881664,0.054794,0.054794,0.054794,0,128,64,5160,38069,24,20,44,0.001348,0.054794,0,0,0,normal,0
8/19/2019 11:32,8/19/2019 11:32,192.168.0.20,192.168.0.2,0,63946,502,10,8,18,508,644,1152,89134.78125,68387.89063,157522.6719,172.890732,134.470566,326.571381,2,2,4,18.181818,525.84767,12.309647,5.784,7.332571,6,0.052056,0.000648,1548783104,0.052056,0.052056,0.052056,0,128,64,30979,23042,24,20,44,0.000647,0.052056,0,0,0,normal,0
8/19/2019 13:31,8/19/2019 13:31,192.168.0.20,192.168.0.2,0,51015,502,10,8,18,508,644,1152,81789.5,62752.28516,144541.7813,158.643417,123.389328,299.65979,2,2,4,18.181818,523.53394,11.279045,6.303444,7.771571,6,0.056731,0.002327,1548876672,0.056731,0.056731,0.056731,0,128,64,33085,51069,24,20,44,0.002325,0.056731,0,0,0,normal,0
8/19/2019 14:40,8/19/2019 14:40,192.168.0.20,192.168.0.2,0,60776,502,10,8,18,508,644,1152,90517.15625,69448.50781,159965.6719,175.572067,136.556061,331.636139,2,2,4,18.181818,521.063999,11.914134,5.695667,7.225714,6,0.051261,0.000675,1548880768,0.051261,0.051261,0.051261,0,128,64,58476,22246,24,20,44,0.000673,0.051261,0,0,0,normal,0
8/19/2019 16:08,8/19/2019 16:08,192.168.0.20,192.168.0.2,0,62001,502,10,8,18,508,644,1152,87091.99219,66820.57813,153912.5625,168.928421,131.388779,319.087036,2,2,4,18.181818,554.105435,11.579815,6.659625,7.523143,6,0.053277,0.000608,1548886144,0.053277,0.053277,0.053277,0,128,64,14417,16251,24,20,44,0.000607,0.053277,0,0,0,normal,0
8/19/2019 10:12,8/19/2019 10:12,192.168.0.20,192.168.0.2,0,51860,502,10,8,18,508,644,1152,89328.6875,68536.66406,157865.3438,173.266846,134.763107,327.28183,2,2,4,18.181818,527.691583,12.251881,5.771444,7.320857,6,0.051943,0.000624,1548778368,0.051943,0.051943,0.051943,0,128,64,52797,48038,24,20,44,0.000622,0.051943,0,0,0,normal,0
8/19/2019 14:37,8/19/2019 14:37,192.168.0.20,192.168.0.2,0,54429,502,10,8,18,508,644,1152,88488.82031,67892.28906,156381.1094,171.637802,133.496063,324.204742,2,2,4,18.181818,527.566615,14.0391,5.826222,7.382714,6,0.052436,0.000834,1548880640,0.052436,0.052436,0.052436,0,128,64,47456,63294,24,20,44,0.000697,0.052436,0,0,0,normal,0
8/19/2019 13:08,8/19/2019 13:08,192.168.0.20,192.168.0.2,0,52552,502,10,8,18,508,644,1152,90097.08594,69126.21094,159223.2969,174.757278,135.922333,330.097076,2,2,4,18.181818,523.433668,12.43669,5.722222,7.262714,6,0.0515,0.000688,1548788992,0.0515,0.0515,0.0515,0,128,64,23343,6007,24,20,44,0.000658,0.0515,0,0,0,normal,0
8/19/2019 11:42,8/19/2019 11:42,192.168.0.20,192.168.0.2,0,59491,502,10,8,18,508,644,1152,86813.35156,66606.79688,153420.1563,168.38797,130.968414,318.066162,2,2,4,18.181818,527.036583,11.797615,5.938667,7.456429,6,0.053448,0.001249,1548783744,0.053448,0.053448,0.053448,0,128,64,32527,41239,24,20,44,0.001247,0.053448,0,0,0,normal,0
8/19/2019 14:36,8/19/2019 14:36,192.168.0.20,192.168.0.2,0,51730,502,10,8,18,508,644,1152,88771.54688,68109.20313,156880.75,172.186188,133.922592,325.24057,2,2,4,18.181818,530.211782,12.359601,5.807667,7.342714,6,0.052269,0.000759,1548880640,0.052269,0.052269,0.052269,0,128,64,64771,52885,24,20,44,0.000703,0.052269,0,0,0,normal,0
8/19/2019 10:08,8/19/2019 10:08,192.168.0.20,192.168.0.2,0,58920,502,10,8,18,508,644,1152,89143.33594,68394.46094,157537.7969,172.907333,134.48349,326.602753,2,2,4,18.181818,520.478305,11.885637,5.783444,7.340286,6,0.052051,0.000663,1548778112,0.052051,0.052051,0.052051,0,128,64,1041,12087,24,20,44,0.000661,0.052051,0,0,0,normal,0
8/19/2019 14:03,8/19/2019 14:03,192.168.0.20,192.168.0.2,0,56743,502,10,8,18,508,644,1152,89966.07031,69025.6875,158991.75,174.503143,135.72467,329.617065,2,2,4,18.181818,525.975951,12.928432,5.730556,7.281571,6,0.051575,0.000593,1548878592,0.051575,0.051575,0.051575,0,128,64,43524,6973,24,20,44,0.000591,0.051575,0,0,0,normal,0
8/19/2019 14:06,8/19/2019 14:06,192.168.0.20,192.168.0.2,0,65096,502,10,8,18,508,644,1152,87820.57813,67379.57813,155200.1563,170.341629,132.48793,321.756409,2,2,4,18.181818,521.133639,11.200202,5.870556,7.379571,6,0.052835,0.001342,1548878848,0.052835,0.052835,0.052835,0,128,64,4128,31482,24,20,44,0.001172,0.052835,0,0,0,normal,0
8/19/2019 10:40,8/19/2019 10:40,192.168.0.20,192.168.0.2,0,64827,502,6,6,12,384,396,780,81564.5625,79092.90625,160657.4688,154.478333,154.478333,339.852325,2,2,4,25,19.06894,7.661623,0.2852,6.2114,6,0.032367,0.001341,1548780032,0.032367,0.032367,0.032367,0,128,64,4971,8660,24,20,44,0.001309,0.032367,0,0,0,normal,0
8/19/2019 14:15,8/19/2019 14:15,192.168.0.20,192.168.0.2,0,56095,502,10,8,18,508,644,1152,89725.98438,68841.49219,158567.4688,174.037476,135.362473,328.737457,2,2,4,18.181818,527.415598,12.319522,5.745889,7.297714,6,0.051713,0.000627,1548879360,0.051713,0.051713,0.051713,0,128,64,22616,2877,24,20,44,0.000619,0.051713,0,0,0,normal,0
8/19/2019 14:07,8/19/2019 14:07,192.168.0.20,192.168.0.2,0,51369,502,10,8,18,508,644,1152,88827.63281,68152.23438,156979.8594,172.294968,134.007202,325.446075,2,2,4,18.181818,526.564352,11.595724,5.804,7.364429,6,0.052236,0.000753,1548878848,0.052236,0.052236,0.052236,0,128,64,19025,41700,24,20,44,0.000675,0.052236,0,0,0,normal,0
8/19/2019 13:57,8/19/2019 13:57,192.168.0.20,192.168.0.2,0,58226,502,10,8,18,508,644,1152,84385.11719,64743.75391,149128.875,163.678024,127.30513,309.169617,2,2,4,18.181818,529.941421,11.986433,6.109556,7.668714,6,0.054986,0.001274,1548878336,0.054986,0.054986,0.054986,0,128,64,25459,14580,24,20,44,0.001272,0.054986,0,0,0,normal,0
8/19/2019 10:10,8/19/2019 10:10,192.168.0.20,192.168.0.2,0,64865,502,10,8,18,508,644,1152,90032.40625,69076.58594,159108.9844,174.631821,135.824753,329.860107,2,2,4,18.181818,521.583488,11.486957,5.726333,7.25,6,0.051537,0.00085,1548778240,0.051537,0.051537,0.051537,0,128,64,31359,35040,24,20,44,0.000753,0.051537,0,0,0,normal,0
8/19/2019 11:23,8/19/2019 11:23,192.168.0.20,192.168.0.2,0,54821,502,6,6,12,386,396,782,76606.11719,74749,151355.1094,145.087341,145.087341,319.192139,2,2,4,25,10.844833,9.808969,0.202,6.7598,6,0.034462,0.000709,1548782592,0.034462,0.034462,0.034462,0,128,64,3118,9299,24,22,46,0.000653,0.034462,0,0,0,normal,0
8/19/2019 15:11,8/19/2019 15:11,192.168.0.20,192.168.0.2,0,51036,502,10,8,18,508,644,1152,86865.35938,66646.69531,153512.0625,168.488846,131.046875,318.256714,2,2,4,18.181818,529.272908,11.998354,5.935111,7.439571,6,0.053416,0.001442,1548882688,0.053416,0.053416,0.053416,0,128,64,38486,13019,24,20,44,0.001287,0.053416,0,0,0,normal,0
8/19/2019 9:53,8/19/2019 9:53,192.168.0.20,192.168.0.2,0,63972,502,10,8,18,508,644,1152,83860.46875,64341.22266,148201.7031,162.6604,126.513641,307.247406,2,2,4,18.181818,548.814498,12.412306,6.147778,7.805143,6,0.05533,0.000616,1548777216,0.05533,0.05533,0.05533,0,128,64,93,51827,24,20,44,0.000615,0.05533,0,0,0,normal,0
8/19/2019 11:52,8/19/2019 11:52,192.168.0.20,192.168.0.2,0,53402,502,10,8,18,508,644,1152,90312.78906,69291.71094,159604.5,175.175674,136.247742,330.88736,2,2,4,18.181818,521.543714,12.676664,5.708556,7.238,6,0.051377,0.000697,1548784384,0.051377,0.051377,0.051377,0,128,64,6781,45243,24,20,44,0.000695,0.051377,0,0,0,normal,0
8/19/2019 12:00,8/19/2019 12:00,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42929.97266,115876.6406,158806.6094,30.260406,41.227264,71.690765,0,0,0,0,72.696297,64.995363,34.10932,25.222152,17,4.923926,0,1548784768,4.923926,4.923926,4.923926,0,64,128,13926,34159,20000,62696,82696,0,4.923926,0,72.696297,64.995363,normal,0
8/19/2019 16:36,8/19/2019 16:36,192.168.0.20,192.168.0.2,0,59756,502,10,8,18,508,644,1152,89066.33594,68335.375,157401.7188,172.75798,134.367325,326.320618,2,2,4,18.181818,527.288883,13.102748,5.788444,7.332714,6,0.052096,0.000759,1548887808,0.052096,0.052096,0.052096,0,128,64,15638,30207,24,20,44,0.000758,0.052096,0,0,0,normal,0
8/19/2019 14:01,8/19/2019 14:01,192.168.0.20,192.168.0.2,0,52159,502,10,8,18,508,644,1152,87820.57813,67379.57813,155200.1563,170.341629,132.48793,321.756409,2,2,4,18.181818,528.481394,11.907122,5.870556,7.447714,6,0.052835,0.000729,1548878464,0.052835,0.052835,0.052835,0,128,64,43311,54839,24,20,44,0.000696,0.052835,0,0,0,normal,0
8/19/2019 9:59,8/19/2019 9:59,192.168.0.20,192.168.0.2,0,49729,502,10,8,18,508,644,1152,87127.96875,66848.1875,153976.1563,168.998215,131.443054,319.218872,2,2,4,18.181818,561.334553,11.782947,6.656875,7.423429,6,0.053255,0.001289,1548777600,0.053255,0.053255,0.053255,0,128,64,6197,47313,24,20,44,0.001288,0.053255,0,0,0,normal,0
8/19/2019 16:09,8/19/2019 16:09,192.168.0.20,192.168.0.2,0,49403,502,10,8,18,508,644,1152,79294.55469,60838.0625,140132.6094,153.804092,119.625404,290.518829,2,2,4,18.181818,526.557776,12.454614,6.501778,8.182286,6,0.058516,0.001424,1548886144,0.058516,0.058516,0.058516,0,128,64,44567,30843,24,20,44,0.001236,0.058516,0,0,0,normal,0
8/19/2019 11:27,8/19/2019 11:27,192.168.0.20,192.168.0.2,0,65471,502,6,6,12,384,396,780,76739.71875,74414.27344,151154,145.340378,145.340378,319.74884,2,2,4,25,16.993813,8.126077,0.261,6.6428,6,0.034402,0.001187,1548782848,0.034402,0.034402,0.034402,0,128,64,10355,31506,24,20,44,0.001185,0.034402,0,0,0,normal,0
8/19/2019 13:28,8/19/2019 13:28,192.168.0.20,192.168.0.2,0,59821,502,10,8,18,508,644,1152,89590.85156,68737.8125,158328.6563,173.77536,135.158615,328.24234,2,2,4,18.181818,524.242644,11.353569,5.754556,7.304143,6,0.051791,0.000651,1548876544,0.051791,0.051791,0.051791,0,128,64,25137,21867,24,20,44,0.00065,0.051791,0,0,0,normal,0
8/19/2019 15:13,8/19/2019 15:13,192.168.0.20,192.168.0.2,0,55040,502,10,8,18,508,644,1152,88831.02344,68154.83594,156985.8594,172.301559,134.012329,325.458496,2,2,4,18.181818,520.03777,12.260285,5.803778,7.278143,6,0.052234,0.001284,1548882816,0.052234,0.052234,0.052234,0,128,64,45344,28496,24,20,44,0.001282,0.052234,0,0,0,normal,0
